Name,Year,Letterboxd URI
Secretary,2002,https://letterboxd.com/film/secretary/
Shakespeare in Love,1998,https://letterboxd.com/film/shakespeare-in-love/
Shanghai Express,1932,https://letterboxd.com/film/shanghai-express/
Shell,2024,https://letterboxd.com/film/shell-2024/
Shortbus,2006,https://letterboxd.com/film/shortbus/
Sideways,2004,https://letterboxd.com/film/sideways/
Silkwood,1983,https://letterboxd.com/film/silkwood/
Singles,1992,https://letterboxd.com/film/singles/
Sirāt,2025,https://letterboxd.com/film/sirat-2025/
Sister,2012,https://letterboxd.com/film/sister/
Sixteen Candles,1984,https://letterboxd.com/film/sixteen-candles/
Slacker,1990,https://letterboxd.com/film/slacker/
Sleeping with Other People,2015,https://letterboxd.com/film/sleeping-with-other-people/
Snatch,2000,https://letterboxd.com/film/snatch/
Society of the Snow,2023,https://letterboxd.com/film/society-of-the-snow/
Some Like It Hot,1959,https://letterboxd.com/film/some-like-it-hot/
Someone Great,2019,https://letterboxd.com/film/someone-great/
Somersault,2004,https://letterboxd.com/film/somersault/
Something Wild,1986,https://letterboxd.com/film/something-wild/
Song of the Sea,2014,https://letterboxd.com/film/song-of-the-sea/
Soul Survivors,2001,https://letterboxd.com/film/soul-survivors/
Space Jam,1996,https://letterboxd.com/film/space-jam/
Spun,2002,https://letterboxd.com/film/spun/
St. Elmo's Fire,1985,https://letterboxd.com/film/st-elmos-fire/
Stagecoach,1939,https://letterboxd.com/film/stagecoach/
Starship Troopers,1997,https://letterboxd.com/film/starship-troopers/
Stay,2005,https://letterboxd.com/film/stay/
Stay Alive,2006,https://letterboxd.com/film/stay-alive/
Still Walking,2008,https://letterboxd.com/film/still-walking/
Storytelling,2001,https://letterboxd.com/film/storytelling/
Strangers on a Train,1951,https://letterboxd.com/film/strangers-on-a-train/
Strangers with Candy,2005,https://letterboxd.com/film/strangers-with-candy/
Straw Dogs,1971,https://letterboxd.com/film/straw-dogs/
Stray Dogs,2013,https://letterboxd.com/film/stray-dogs-2013/
Streetwise,1984,https://letterboxd.com/film/streetwise/
Strictly Ballroom,1992,https://letterboxd.com/film/strictly-ballroom/
Strike!,1998,https://letterboxd.com/film/strike-1998/
Stromboli,1950,https://letterboxd.com/film/stromboli/
"Suddenly, Last Summer",1959,https://letterboxd.com/film/suddenly-last-summer/
Sullivan's Travels,1941,https://letterboxd.com/film/sullivans-travels/
Summer with Monika,1953,https://letterboxd.com/film/summer-with-monika/
Super Dark Times,2017,https://letterboxd.com/film/super-dark-times/
Sweet Smell of Success,1957,https://letterboxd.com/film/sweet-smell-of-success/
Sweetie,1989,https://letterboxd.com/film/sweetie/
THX 1138,1971,https://letterboxd.com/film/thx-1138/
Taipei Story,1985,https://letterboxd.com/film/taipei-story/
Take This Waltz,2011,https://letterboxd.com/film/take-this-waltz/
Tanner Hall,2009,https://letterboxd.com/film/tanner-hall/
Targets,1968,https://letterboxd.com/film/targets/
Tau,2018,https://letterboxd.com/film/tau-2018/
Taxi,2015,https://letterboxd.com/film/taxi-2015/
Tea and Sympathy,1956,https://letterboxd.com/film/tea-and-sympathy/
Teenage Sex and Death at Camp Miasma,2026,https://letterboxd.com/film/teenage-sex-and-death-at-camp-miasma/
Tell Me Who I Am,2019,https://letterboxd.com/film/tell-me-who-i-am/
Tenebre,1982,https://letterboxd.com/film/tenebre/
Thaïs,1917,https://letterboxd.com/film/thais-1917/
The 39 Steps,1935,https://letterboxd.com/film/the-39-steps/
The Adopted,2011,https://letterboxd.com/film/the-adopted/
The Apartment,1960,https://letterboxd.com/film/the-apartment/
The Aviator,2004,https://letterboxd.com/film/the-aviator/
The Awful Truth,1937,https://letterboxd.com/film/the-awful-truth/
The Bay,2012,https://letterboxd.com/film/the-bay/
The Beach,2000,https://letterboxd.com/film/the-beach/
The Beautiful Person,2008,https://letterboxd.com/film/the-beautiful-person/
The Best Years of Our Lives,1946,https://letterboxd.com/film/the-best-years-of-our-lives/
The Big Combo,1955,https://letterboxd.com/film/the-big-combo/
The Big Sleep,1946,https://letterboxd.com/film/the-big-sleep/
The Birds,1963,https://letterboxd.com/film/the-birds/
The Bitter Tears of Petra von Kant,1972,https://letterboxd.com/film/the-bitter-tears-of-petra-von-kant/
The Body Remembers When the World Broke Open,2019,https://letterboxd.com/film/the-body-remembers-when-the-world-broke-open/
The Booksellers,2019,https://letterboxd.com/film/the-booksellers/
The Bourne Identity,2002,https://letterboxd.com/film/the-bourne-identity-2002/
The Boy and the Heron,2023,https://letterboxd.com/film/the-boy-and-the-heron/
The Breadwinner,2017,https://letterboxd.com/film/the-breadwinner/
The Brood,1979,https://letterboxd.com/film/the-brood/
The Cell,2000,https://letterboxd.com/film/the-cell/
The Child,2005,https://letterboxd.com/film/the-child/
The Children's Hour,1961,https://letterboxd.com/film/the-childrens-hour/
The Color Purple,1985,https://letterboxd.com/film/the-color-purple/
The Constant Gardener,2005,https://letterboxd.com/film/the-constant-gardener/
The Cremator,1969,https://letterboxd.com/film/the-cremator/
The Day the Earth Stood Still,1951,https://letterboxd.com/film/the-day-the-earth-stood-still/
The Decline of Western Civilization,1981,https://letterboxd.com/film/the-decline-of-western-civilization/
The Deep Blue Sea,2011,https://letterboxd.com/film/the-deep-blue-sea/
The Descendants,2011,https://letterboxd.com/film/the-descendants/
The Devils,1971,https://letterboxd.com/film/the-devils/
The Discreet Charm of the Bourgeoisie,1972,https://letterboxd.com/film/the-discreet-charm-of-the-bourgeoisie/
The Dreamlife of Angels,1998,https://letterboxd.com/film/the-dreamlife-of-angels/
The Earrings of Madame de...,1953,https://letterboxd.com/film/the-earrings-of-madame-de/
The English Patient,1996,https://letterboxd.com/film/the-english-patient/
The Escapees,1981,https://letterboxd.com/film/the-escapees/
The Fall Guy,2024,https://letterboxd.com/film/the-fall-guy-2024/
The Fallout,2021,https://letterboxd.com/film/the-fallout/
The Family Fang,2015,https://letterboxd.com/film/the-family-fang/
The Fog,1980,https://letterboxd.com/film/the-fog/
The Forbidden Room,2015,https://letterboxd.com/film/the-forbidden-room-2015/
The French Connection,1971,https://letterboxd.com/film/the-french-connection/
The General,1926,https://letterboxd.com/film/the-general/
The Gleaners and I,2000,https://letterboxd.com/film/the-gleaners-and-i/
The Godfather,1972,https://letterboxd.com/film/the-godfather/
The Gold Rush,1925,https://letterboxd.com/film/the-gold-rush/
"The Good, the Bad and the Ugly",1966,https://letterboxd.com/film/the-good-the-bad-and-the-ugly/
The Grapes of Wrath,1940,https://letterboxd.com/film/the-grapes-of-wrath/
The Great Dictator,1940,https://letterboxd.com/film/the-great-dictator/
The Green Mile,1999,https://letterboxd.com/film/the-green-mile/
The Hand That Rocks the Cradle,2025,https://letterboxd.com/film/the-hand-that-rocks-the-cradle-2025/
The Hole,1998,https://letterboxd.com/film/the-hole/
The Holy Mountain,1973,https://letterboxd.com/film/the-holy-mountain/
The Hudsucker Proxy,1994,https://letterboxd.com/film/the-hudsucker-proxy/
The Ice Storm,1997,https://letterboxd.com/film/the-ice-storm/
The Incredible Shrinking Man,1957,https://letterboxd.com/film/the-incredible-shrinking-man/
The Informant!,2009,https://letterboxd.com/film/the-informant-2009/
The Innocents,2016,https://letterboxd.com/film/the-innocents-2016/
The Iron Claw,2023,https://letterboxd.com/film/the-iron-claw-2023/
The Island,2005,https://letterboxd.com/film/the-island-2005/
The Jacket,2005,https://letterboxd.com/film/the-jacket/
The Juniper Tree,1990,https://letterboxd.com/film/the-juniper-tree/
The Karate Kid,1984,https://letterboxd.com/film/the-karate-kid/
The Kids Are All Right,2010,https://letterboxd.com/film/the-kids-are-all-right/
The Killing,1956,https://letterboxd.com/film/the-killing/
The King's Speech,2010,https://letterboxd.com/film/the-kings-speech/
The Lady Vanishes,1938,https://letterboxd.com/film/the-lady-vanishes/
The Last Picture Show,1971,https://letterboxd.com/film/the-last-picture-show/
The Last Starfighter,1984,https://letterboxd.com/film/the-last-starfighter/
The Letter,1940,https://letterboxd.com/film/the-letter/
The Loneliest Planet,2011,https://letterboxd.com/film/the-loneliest-planet/
The Long Goodbye,1973,https://letterboxd.com/film/the-long-goodbye/
The Long Voyage Home,1940,https://letterboxd.com/film/the-long-voyage-home/
The Lovers on the Bridge,1991,https://letterboxd.com/film/the-lovers-on-the-bridge/
The Maltese Falcon,1941,https://letterboxd.com/film/the-maltese-falcon-1941/
The Marriage of Maria Braun,1979,https://letterboxd.com/film/the-marriage-of-maria-braun/
The Meyerowitz Stories (New and Selected),2017,https://letterboxd.com/film/the-meyerowitz-stories-new-and-selected/
The Mummy,1999,https://letterboxd.com/film/the-mummy-1999/
The Naked City,1948,https://letterboxd.com/film/the-naked-city/
The Net,1995,https://letterboxd.com/film/the-net/
The Night Eats the World,2018,https://letterboxd.com/film/the-night-eats-the-world/
The Nowhere Inn,2020,https://letterboxd.com/film/the-nowhere-inn/
The Old Dark House,1932,https://letterboxd.com/film/the-old-dark-house/
The Painter and the Thief,2020,https://letterboxd.com/film/the-painter-and-the-thief-2020/
The Queen,1968,https://letterboxd.com/film/the-queen/
The Queen of Versailles,2012,https://letterboxd.com/film/the-queen-of-versailles/
The Raid,2011,https://letterboxd.com/film/the-raid-2011/
The Reader,2008,https://letterboxd.com/film/the-reader/
The Ring,2002,https://letterboxd.com/film/the-ring-2002/
The Rocky Horror Picture Show,1975,https://letterboxd.com/film/the-rocky-horror-picture-show/
The Royal Hotel,2023,https://letterboxd.com/film/the-royal-hotel/
The Rules of the Game,1939,https://letterboxd.com/film/the-rules-of-the-game/
The Sacrifice,1986,https://letterboxd.com/film/the-sacrifice/
The Savages,2007,https://letterboxd.com/film/the-savages/
The Science of Sleep,2006,https://letterboxd.com/film/the-science-of-sleep/
The Seventh Seal,1957,https://letterboxd.com/film/the-seventh-seal/
The Sign of the Ram,1948,https://letterboxd.com/film/the-sign-of-the-ram/
The Silence of the Lambs,1991,https://letterboxd.com/film/the-silence-of-the-lambs/
The Skeleton Twins,2014,https://letterboxd.com/film/the-skeleton-twins/
The Sound of Music,1965,https://letterboxd.com/film/the-sound-of-music/
The Spirit of the Beehive,1973,https://letterboxd.com/film/the-spirit-of-the-beehive/
The Story of My Wife,2021,https://letterboxd.com/film/the-story-of-my-wife/
The Strange Color of Your Body's Tears,2013,https://letterboxd.com/film/the-strange-color-of-your-bodys-tears/
The Tale of The Princess Kaguya,2013,https://letterboxd.com/film/the-tale-of-the-princess-kaguya/
The Terminator,1984,https://letterboxd.com/film/the-terminator/
The Thin Man,1934,https://letterboxd.com/film/the-thin-man/
The Thin Red Line,1998,https://letterboxd.com/film/the-thin-red-line/
The Tin Drum,1979,https://letterboxd.com/film/the-tin-drum/
The Virgin Spring,1960,https://letterboxd.com/film/the-virgin-spring/
The Void,2016,https://letterboxd.com/film/the-void-2016/
The Wailing,2016,https://letterboxd.com/film/the-wailing/
The Wait,2015,https://letterboxd.com/film/the-wait-2015/
The Wanderers,1979,https://letterboxd.com/film/the-wanderers/
The Wicker Man,1973,https://letterboxd.com/film/the-wicker-man/
The Wind Rises,2013,https://letterboxd.com/film/the-wind-rises/
The Wrestler,2008,https://letterboxd.com/film/the-wrestler/
The Young and Prodigious T.S. Spivet,2013,https://letterboxd.com/film/the-young-and-prodigious-ts-spivet/
Theorem,1968,https://letterboxd.com/film/theorem/
Thief,1981,https://letterboxd.com/film/thief/
Things to Come,2016,https://letterboxd.com/film/things-to-come-2016/
Till Death,2021,https://letterboxd.com/film/till-death-2021/
Time Bandits,1981,https://letterboxd.com/film/time-bandits/
To Catch a Thief,1955,https://letterboxd.com/film/to-catch-a-thief/
To Die For,1995,https://letterboxd.com/film/to-die-for/
To Live and Die in L.A.,1985,https://letterboxd.com/film/to-live-and-die-in-la/
Tokyo Story,1953,https://letterboxd.com/film/tokyo-story/
Tombstone,1993,https://letterboxd.com/film/tombstone/
Total Recall,1990,https://letterboxd.com/film/total-recall/
Touch of Evil,1958,https://letterboxd.com/film/touch-of-evil/
Traffic,2000,https://letterboxd.com/film/traffic/
Treasure Planet,2002,https://letterboxd.com/film/treasure-planet/
Tron,1982,https://letterboxd.com/film/tron/
Trouble Every Day,2001,https://letterboxd.com/film/trouble-every-day/
Twelve Monkeys,1995,https://letterboxd.com/film/twelve-monkeys/
Twinsters,2015,https://letterboxd.com/film/twinsters/
Twisted Nerve,1968,https://letterboxd.com/film/twisted-nerve/
Two Lovers and a Bear,2016,https://letterboxd.com/film/two-lovers-and-a-bear/
Tyrannosaur,2011,https://letterboxd.com/film/tyrannosaur/
Upstream Color,2013,https://letterboxd.com/film/upstream-color/
Vagabond,1985,https://letterboxd.com/film/vagabond/
Valley Girl,1983,https://letterboxd.com/film/valley-girl/
Vampires vs. the Bronx,2020,https://letterboxd.com/film/vampires-vs-the-bronx/
Vamps,2012,https://letterboxd.com/film/vamps/
Verity,2026,https://letterboxd.com/film/verity-2026/
Veronica,2017,https://letterboxd.com/film/veronica-2017-1/
Vesper,2022,https://letterboxd.com/film/vesper-2022/
Violet,2014,https://letterboxd.com/film/violet-2014/
Vivre Sa Vie,1962,https://letterboxd.com/film/vivre-sa-vie/
Volver,2006,https://letterboxd.com/film/volver/
Wanda,1970,https://letterboxd.com/film/wanda/
Warm Bodies,2013,https://letterboxd.com/film/warm-bodies/
Watching the Detectives,2007,https://letterboxd.com/film/watching-the-detectives/
Watership Down,1978,https://letterboxd.com/film/watership-down/
We Can't Live Without Cosmos,2014,https://letterboxd.com/film/we-cant-live-without-cosmos/
We Don't Belong Here,2017,https://letterboxd.com/film/we-dont-belong-here/
Weird: The Al Yankovic Story,2022,https://letterboxd.com/film/weird-the-al-yankovic-story-2022/
Wendell & Wild,2022,https://letterboxd.com/film/wendell-wild/
What Maisie Knew,2012,https://letterboxd.com/film/what-maisie-knew/
"What's Up, Doc?",1972,https://letterboxd.com/film/whats-up-doc-1972/
White Material,2009,https://letterboxd.com/film/white-material/
Who Framed Roger Rabbit,1988,https://letterboxd.com/film/who-framed-roger-rabbit/
Who's Afraid of Virginia Woolf?,1966,https://letterboxd.com/film/whos-afraid-of-virginia-woolf/
Wild Canaries,2014,https://letterboxd.com/film/wild-canaries/
Wild Nights with Emily,2018,https://letterboxd.com/film/wild-nights-with-emily/
Wings,1966,https://letterboxd.com/film/wings-1966/
Wings of Desire,1987,https://letterboxd.com/film/wings-of-desire/
Winter Light,1963,https://letterboxd.com/film/winter-light/
Winter's Bone,2010,https://letterboxd.com/film/winters-bone/
Witness for the Prosecution,1957,https://letterboxd.com/film/witness-for-the-prosecution-1957/
Wolf Creek,2005,https://letterboxd.com/film/wolf-creek/
Woman in the Dunes,1964,https://letterboxd.com/film/woman-in-the-dunes/
Women on the Verge of a Nervous Breakdown,1988,https://letterboxd.com/film/women-on-the-verge-of-a-nervous-breakdown/
World War Z,2013,https://letterboxd.com/film/world-war-z/
World on a Wire,1973,https://letterboxd.com/film/world-on-a-wire-1973/
Wuthering Heights,2011,https://letterboxd.com/film/wuthering-heights-2011/
Yi Yi,2000,https://letterboxd.com/film/yi-yi/
Yojimbo,1961,https://letterboxd.com/film/yojimbo/
Young Frankenstein,1974,https://letterboxd.com/film/young-frankenstein/
"sex, lies, and videotape",1989,https://letterboxd.com/film/sex-lies-and-videotape/
Æon Flux,2005,https://letterboxd.com/film/on-flux-2005/
